id,section_id,student_id,status
enr_736,sec_0025,stu_0292,active
enr_737,sec_0025,stu_1250,active
enr_738,sec_0025,stu_0023,active
enr_739,sec_0025,stu_0035,active
enr_740,sec_0025,stu_1138,active
enr_741,sec_0025,stu_0411,active
enr_742,sec_0025,stu_0014,active
enr_743,sec_0025,stu_0433,active
enr_744,sec_0025,stu_1268,active
enr_745,sec_0025,stu_0385,active
enr_746,sec_0025,stu_0158,active
enr_747,sec_0025,stu_0882,active
enr_748,sec_0025,stu_0128,active
enr_749,sec_0025,stu_1028,active
enr_750,sec_0025,stu_0197,active
enr_751,sec_0025,stu_0161,active
enr_752,sec_0026,stu_0123,active
enr_753,sec_0026,stu_0992,active
enr_754,sec_0026,stu_0068,active
enr_755,sec_0026,stu_1267,active
enr_756,sec_0026,stu_1324,active
enr_757,sec_0026,stu_0897,active
enr_758,sec_0026,stu_0549,active
enr_759,sec_0026,stu_0775,active
enr_760,sec_0026,stu_1134,active
enr_761,sec_0026,stu_0332,active
enr_762,sec_0026,stu_0821,active
enr_763,sec_0026,stu_1347,active
enr_764,sec_0026,stu_0601,active
enr_765,sec_0026,stu_1340,active
enr_766,sec_0026,stu_0816,active
enr_767,sec_0026,stu_0887,active
enr_768,sec_0026,stu_0400,active
enr_769,sec_0026,stu_0466,active
enr_770,sec_0026,stu_0668,active
enr_771,sec_0026,stu_0528,active
enr_772,sec_0026,stu_0319,active
enr_773,sec_0026,stu_0464,active
enr_774,sec_0026,stu_0560,active
enr_775,sec_0027,stu_0734,active
enr_776,sec_0027,stu_0846,active
enr_777,sec_0027,stu_0764,active
enr_778,sec_0027,stu_0773,active
enr_779,sec_0027,stu_1182,active
enr_780,sec_0027,stu_0486,active
enr_781,sec_0027,stu_0679,active
enr_782,sec_0027,stu_0275,active
enr_783,sec_0027,stu_1308,active
enr_784,sec_0027,stu_0981,active
enr_785,sec_0027,stu_0208,active
enr_786,sec_0027,stu_0546,active
enr_787,sec_0027,stu_0014,active
enr_788,sec_0027,stu_1276,active
enr_789,sec_0027,stu_0180,active
enr_790,sec_0027,stu_0121,active
enr_791,sec_0027,stu_0172,active
enr_792,sec_0027,stu_0980,active
enr_793,sec_0027,stu_0247,active
enr_794,sec_0027,stu_0449,active
enr_795,sec_0027,stu_0025,active
enr_796,sec_0027,stu_0758,active
enr_797,sec_0027,stu_0076,active
enr_798,sec_0027,stu_0087,active
enr_799,sec_0027,stu_0360,active
enr_800,sec_0027,stu_1129,active
enr_801,sec_0027,stu_0162,active
enr_802,sec_0027,stu_0192,active
enr_803,sec_0027,stu_0854,active
enr_804,sec_0027,stu_1362,active
enr_805,sec_0027,stu_0370,active
enr_806,sec_0027,stu_0739,active
enr_807,sec_0027,stu_1384,active
enr_808,sec_0027,stu_0501,active
enr_809,sec_0027,stu_0250,active
enr_810,sec_0027,stu_0906,active
enr_811,sec_0027,stu_0612,active
enr_812,sec_0028,stu_1325,active
enr_813,sec_0028,stu_0566,active
enr_814,sec_0028,stu_1316,active
enr_815,sec_0028,stu_0210,active
enr_816,sec_0028,stu_0689,active
enr_817,sec_0028,stu_0192,active
enr_818,sec_0028,stu_0102,active
enr_819,sec_0028,stu_0091,active
enr_820,sec_0028,stu_0626,active
enr_821,sec_0028,stu_1054,active
enr_822,sec_0028,stu_1051,active
enr_823,sec_0028,stu_0100,active
enr_824,sec_0028,stu_0488,active
enr_825,sec_0028,stu_0901,active
enr_826,sec_0028,stu_0835,active
enr_827,sec_0028,stu_0116,active
enr_828,sec_0028,stu_0424,active
enr_829,sec_0028,stu_0287,active
enr_830,sec_0028,stu_0970,active
enr_831,sec_0029,stu_0728,active
enr_832,sec_0029,stu_0064,active
enr_833,sec_0029,stu_1027,active
enr_834,sec_0029,stu_0013,active
enr_835,sec_0029,stu_0470,active
enr_836,sec_0029,stu_0287,active
enr_837,sec_0029,stu_1178,active
enr_838,sec_0029,stu_0433,active
enr_839,sec_0029,stu_0892,active
enr_840,sec_0029,stu_1349,active
enr_841,sec_0029,stu_0788,active
enr_842,sec_0029,stu_0909,active
enr_843,sec_0029,stu_1137,active
enr_844,sec_0029,stu_0098,active
enr_845,sec_0029,stu_1138,active
enr_846,sec_0029,stu_1330,active
enr_847,sec_0029,stu_0879,active
enr_848,sec_0029,stu_0658,active
enr_849,sec_0029,stu_1093,active
enr_850,sec_0030,stu_0931,active
enr_851,sec_0030,stu_1197,active
enr_852,sec_0030,stu_0087,active
enr_853,sec_0030,stu_1155,active
enr_854,sec_0030,stu_0304,active
enr_855,sec_0030,stu_0865,active
enr_856,sec_0030,stu_0750,active
enr_857,sec_0030,stu_0116,active
enr_858,sec_0030,stu_1084,active
enr_859,sec_0030,stu_0054,active
enr_860,sec_0030,stu_1045,active
enr_861,sec_0030,stu_1040,active
enr_862,sec_0030,stu_0695,active
enr_863,sec_0030,stu_1090,active
enr_864,sec_0030,stu_1143,active
enr_865,sec_0030,stu_1346,active
enr_866,sec_0030,stu_0440,active
enr_867,sec_0030,stu_0020,active
enr_868,sec_0030,stu_0204,active
enr_869,sec_0030,stu_1362,active
enr_870,sec_0030,stu_0761,active
enr_871,sec_0030,stu_1104,active
enr_872,sec_0030,stu_0576,active
enr_873,sec_0031,stu_0225,active
enr_874,sec_0031,stu_0558,active
enr_875,sec_0031,stu_0912,active
enr_876,sec_0031,stu_0100,active
enr_877,sec_0031,stu_0167,active
enr_878,sec_0031,stu_1282,active
enr_879,sec_0031,stu_0591,active
enr_880,sec_0031,stu_1085,active
enr_881,sec_0031,stu_0509,active
enr_882,sec_0031,stu_0208,active
enr_883,sec_0031,stu_0443,active
enr_884,sec_0031,stu_0022,active
enr_885,sec_0031,stu_0581,active
enr_886,sec_0031,stu_0889,active
enr_887,sec_0031,stu_0484,active
enr_888,sec_0031,stu_1215,active
enr_889,sec_0031,stu_0951,active
enr_890,sec_0031,stu_0694,active
enr_891,sec_0031,stu_1346,active
enr_892,sec_0031,stu_0908,active
enr_893,sec_0031,stu_1214,active
enr_894,sec_0031,stu_0300,active
enr_895,sec_0031,stu_1005,active
enr_896,sec_0031,stu_0948,active
enr_897,sec_0032,stu_0963,active
enr_898,sec_0032,stu_1197,active
enr_899,sec_0032,stu_0618,active
enr_900,sec_0032,stu_0052,active
enr_901,sec_0032,stu_0160,active
enr_902,sec_0032,stu_0441,active
enr_903,sec_0032,stu_1195,active
enr_904,sec_0032,stu_1169,active
enr_905,sec_0032,stu_0767,active
enr_906,sec_0032,stu_1324,active
enr_907,sec_0032,stu_0791,active
enr_908,sec_0032,stu_0287,active
enr_909,sec_0032,stu_1297,active
enr_910,sec_0032,stu_0739,active
enr_911,sec_0032,stu_0548,active
enr_912,sec_0032,stu_1178,active
enr_913,sec_0032,stu_0927,active
enr_914,sec_0032,stu_0383,active
enr_915,sec_0032,stu_0122,active
enr_916,sec_0032,stu_1103,active
enr_917,sec_0032,stu_0951,active
enr_918,sec_0032,stu_0836,active
enr_919,sec_0033,stu_0643,active
enr_920,sec_0033,stu_0383,active
enr_921,sec_0033,stu_0847,active
enr_922,sec_0033,stu_0660,active
enr_923,sec_0033,stu_0607,active
enr_924,sec_0033,stu_1310,active
enr_925,sec_0033,stu_0466,active
enr_926,sec_0033,stu_0162,active
enr_927,sec_0033,stu_0574,active
enr_928,sec_0033,stu_1142,active
enr_929,sec_0033,stu_0539,active
enr_930,sec_0033,stu_1082,active
enr_931,sec_0033,stu_0890,active
enr_932,sec_0033,stu_1043,active
enr_933,sec_0033,stu_0412,active
enr_934,sec_0033,stu_0623,active
enr_935,sec_0033,stu_0881,active
enr_936,sec_0033,stu_0806,active
enr_937,sec_0033,stu_0780,active
enr_938,sec_0033,stu_0713,active
enr_939,sec_0033,stu_0379,active
enr_940,sec_0033,stu_1207,active
enr_941,sec_0033,stu_0779,active
enr_942,sec_0033,stu_1205,active
enr_943,sec_0033,stu_0835,active
enr_944,sec_0033,stu_0196,active
enr_945,sec_0033,stu_1133,active
enr_946,sec_0033,stu_1255,active
enr_947,sec_0033,stu_1221,active
enr_948,sec_0033,stu_0458,active
enr_949,sec_0033,stu_0356,active
enr_950,sec_0033,stu_0647,active
enr_951,sec_0033,stu_1075,active
enr_952,sec_0033,stu_0010,active
enr_953,sec_0033,stu_0739,active
enr_954,sec_0033,stu_0226,active
enr_955,sec_0033,stu_1012,active
enr_956,sec_0033,stu_0855,active
enr_957,sec_0033,stu_0606,active
enr_958,sec_0033,stu_0933,active
enr_959,sec_0033,stu_1148,active
enr_960,sec_0033,stu_1068,active
enr_961,sec_0033,stu_0075,active
enr_962,sec_0033,stu_1287,active
enr_963,sec_0033,stu_1052,active
enr_964,sec_0034,stu_0301,active
enr_965,sec_0034,stu_0513,active
enr_966,sec_0034,stu_0989,active
enr_967,sec_0034,stu_1136,active
enr_968,sec_0034,stu_0355,active
enr_969,sec_0034,stu_0860,active
enr_970,sec_0034,stu_0348,active
enr_971,sec_0034,stu_0616,active
enr_972,sec_0034,stu_0392,active
enr_973,sec_0034,stu_0212,active
enr_974,sec_0034,stu_0739,active
enr_975,sec_0034,stu_0953,active
enr_976,sec_0034,stu_0574,active
enr_977,sec_0034,stu_0029,active
enr_978,sec_0034,stu_0543,active
enr_979,sec_0034,stu_0313,active
enr_980,sec_0034,stu_0914,active
enr_981,sec_0034,stu_0827,active
enr_982,sec_0034,stu_0296,active
enr_983,sec_0034,stu_1231,active
enr_984,sec_0034,stu_0578,active
enr_985,sec_0034,stu_1130,active
enr_986,sec_0034,stu_0796,active
enr_987,sec_0034,stu_0732,active
enr_988,sec_0034,stu_1134,active
enr_989,sec_0034,stu_0808,active
enr_990,sec_0035,stu_0450,active
enr_991,sec_0035,stu_0381,active
enr_992,sec_0035,stu_0229,active
enr_993,sec_0035,stu_0788,active
enr_994,sec_0035,stu_1084,active
enr_995,sec_0035,stu_0133,active
enr_996,sec_0035,stu_1035,active
enr_997,sec_0035,stu_1115,active
enr_998,sec_0035,stu_0440,active
enr_999,sec_0035,stu_1314,active
enr_1000,sec_0035,stu_0687,active
enr_1001,sec_0035,stu_0670,active
enr_1002,sec_0035,stu_0714,active
enr_1003,sec_0035,stu_0623,active
enr_1004,sec_0035,stu_1271,active
enr_1005,sec_0035,stu_0285,active
enr_1006,sec_0035,stu_0148,active
enr_1007,sec_0035,stu_0619,active
enr_1008,sec_0036,stu_0754,active
enr_1009,sec_0036,stu_0617,active
enr_1010,sec_0036,stu_0608,active
enr_1011,sec_0036,stu_0914,active
enr_1012,sec_0036,stu_0748,active
enr_1013,sec_0036,stu_1394,active
enr_1014,sec_0036,stu_0466,active
enr_1015,sec_0036,stu_0411,active
enr_1016,sec_0036,stu_0928,active
enr_1017,sec_0036,stu_0130,active
enr_1018,sec_0036,stu_0876,active
enr_1019,sec_0036,stu_1226,active
enr_1020,sec_0036,stu_0728,active
enr_1021,sec_0036,stu_0014,active
enr_1022,sec_0036,stu_0625,active
enr_1023,sec_0036,stu_0988,active
enr_1024,sec_0036,stu_1222,active
enr_1025,sec_0036,stu_0028,active
enr_1026,sec_0036,stu_0334,active
enr_1027,sec_0036,stu_0658,active
enr_1028,sec_0036,stu_1218,active
enr_1029,sec_0036,stu_0192,active
enr_1030,sec_0037,stu_1093,active
enr_1031,sec_0037,stu_0706,active
enr_1032,sec_0037,stu_0791,active
enr_1033,sec_0037,stu_0177,active
enr_1034,sec_0037,stu_0057,active
enr_1035,sec_0037,stu_0902,active
enr_1036,sec_0037,stu_0178,active
enr_1037,sec_0037,stu_1188,active
enr_1038,sec_0037,stu_0705,active
enr_1039,sec_0037,stu_0321,active
enr_1040,sec_0037,stu_0270,active
enr_1041,sec_0037,stu_0094,active
enr_1042,sec_0037,stu_0964,active
enr_1043,sec_0037,stu_0607,active
enr_1044,sec_0037,stu_1195,active
enr_1045,sec_0037,stu_0613,active
enr_1046,sec_0037,stu_0729,active
enr_1047,sec_0037,stu_1259,active
enr_1048,sec_0037,stu_0537,active
enr_1049,sec_0037,stu_0515,active
enr_1050,sec_0037,stu_1197,active
enr_1051,sec_0037,stu_0494,active
enr_1052,sec_0037,stu_0328,active
enr_1053,sec_0037,stu_0783,active
enr_1054,sec_0037,stu_0369,active
enr_1055,sec_0037,stu_0266,active
enr_1056,sec_0037,stu_0120,active
enr_1057,sec_0037,stu_1091,active
enr_1058,sec_0037,stu_0323,active
enr_1059,sec_0037,stu_1191,active
enr_1060,sec_0037,stu_1010,active
enr_1061,sec_0037,stu_1121,active
enr_1062,sec_0037,stu_0200,active
enr_1063,sec_0037,stu_0098,active
enr_1064,sec_0037,stu_1029,active
enr_1065,sec_0037,stu_1018,active
enr_1066,sec_0037,stu_1015,active
enr_1067,sec_0037,stu_0456,active
enr_1068,sec_0037,stu_0487,active
enr_1069,sec_0037,stu_0213,active
enr_1070,sec_0037,stu_1115,active
enr_1071,sec_0037,stu_0097,active
enr_1072,sec_0037,stu_1168,active
enr_1073,sec_0037,stu_1190,active
enr_1074,sec_0037,stu_0703,active
enr_1075,sec_0038,stu_0477,active
enr_1076,sec_0038,stu_1341,active
enr_1077,sec_0038,stu_0567,active
enr_1078,sec_0038,stu_0525,active
enr_1079,sec_0038,stu_0134,active
enr_1080,sec_0038,stu_1195,active
enr_1081,sec_0038,stu_0104,active
enr_1082,sec_0038,stu_0410,active
enr_1083,sec_0038,stu_0242,active
enr_1084,sec_0038,stu_0098,active
enr_1085,sec_0038,stu_1015,active
enr_1086,sec_0038,stu_0205,active
enr_1087,sec_0038,stu_0950,active
enr_1088,sec_0038,stu_0642,active
enr_1089,sec_0038,stu_0861,active
enr_1090,sec_0038,stu_1260,active
enr_1091,sec_0038,stu_1309,active
enr_1092,sec_0038,stu_0352,active
enr_1093,sec_0038,stu_0174,active
enr_1094,sec_0038,stu_1112,active
enr_1095,sec_0038,stu_1370,active
enr_1096,sec_0038,stu_0565,active
enr_1097,sec_0038,stu_0243,active
enr_1098,sec_0038,stu_0365,active
enr_1099,sec_0038,stu_0634,active
enr_1100,sec_0038,stu_0380,active
enr_1101,sec_0038,stu_0519,active
enr_1102,sec_0038,stu_1206,active
enr_1103,sec_0038,stu_1270,active
enr_1104,sec_0038,stu_0931,active
enr_1105,sec_0038,stu_0718,active
enr_1106,sec_0038,stu_1030,active
enr_1107,sec_0038,stu_0280,active
enr_1108,sec_0039,stu_0547,active
enr_1109,sec_0039,stu_0803,active
enr_1110,sec_0039,stu_0320,active
enr_1111,sec_0039,stu_0499,active
enr_1112,sec_0039,stu_0334,active
enr_1113,sec_0039,stu_0524,active
enr_1114,sec_0039,stu_0595,active
enr_1115,sec_0039,stu_1221,active
enr_1116,sec_0039,stu_0724,active
enr_1117,sec_0039,stu_1017,active
enr_1118,sec_0039,stu_0501,active
enr_1119,sec_0039,stu_1389,active
enr_1120,sec_0039,stu_1257,active
enr_1121,sec_0039,stu_1365,active
enr_1122,sec_0039,stu_1113,active
enr_1123,sec_0039,stu_1149,active
enr_1124,sec_0039,stu_0217,active
enr_1125,sec_0039,stu_1314,active
enr_1126,sec_0039,stu_1095,active
enr_1127,sec_0039,stu_0798,active
enr_1128,sec_0039,stu_0349,active
enr_1129,sec_0039,stu_0601,active
enr_1130,sec_0039,stu_0959,active
enr_1131,sec_0039,stu_0209,active
enr_1132,sec_0039,stu_1272,active
enr_1133,sec_0039,stu_0271,active
enr_1134,sec_0039,stu_0716,active
enr_1135,sec_0039,stu_1193,active
enr_1136,sec_0039,stu_0991,active
enr_1137,sec_0039,stu_0769,active
enr_1138,sec_0039,stu_1243,active
enr_1139,sec_0039,stu_0630,active
enr_1140,sec_0039,stu_1120,active
enr_1141,sec_0039,stu_1352,active
enr_1142,sec_0039,stu_1111,active
enr_1143,sec_0039,stu_0772,active
enr_1144,sec_0039,stu_0781,active
enr_1145,sec_0039,stu_0047,active
enr_1146,sec_0039,stu_1307,active
enr_1147,sec_0039,stu_1127,active
enr_1148,sec_0039,stu_0916,active
enr_1149,sec_0039,stu_0757,active
enr_1150,sec_0040,stu_1071,active
enr_1151,sec_0040,stu_0459,active
enr_1152,sec_0040,stu_0831,active
enr_1153,sec_0040,stu_0672,active
enr_1154,sec_0040,stu_0719,active
enr_1155,sec_0040,stu_1220,active
enr_1156,sec_0040,stu_1395,active
enr_1157,sec_0040,stu_1168,active
enr_1158,sec_0040,stu_0486,active
enr_1159,sec_0040,stu_0825,active
enr_1160,sec_0040,stu_0474,active
enr_1161,sec_0040,stu_0433,active
enr_1162,sec_0040,stu_0172,active
enr_1163,sec_0040,stu_1055,active
enr_1164,sec_0040,stu_0687,active
enr_1165,sec_0040,stu_0203,active
enr_1166,sec_0040,stu_0122,active
enr_1167,sec_0040,stu_0444,active
enr_1168,sec_0040,stu_0658,active
enr_1169,sec_0040,stu_0555,active
enr_1170,sec_0040,stu_0364,active
enr_1171,sec_0040,stu_0558,active
enr_1172,sec_0040,stu_1213,active
enr_1173,sec_0040,stu_1035,active
enr_1174,sec_0040,stu_0991,active
enr_1175,sec_0040,stu_1139,active
enr_1176,sec_0040,stu_0412,active
enr_1177,sec_0040,stu_0049,active
enr_1178,sec_0040,stu_0401,active
enr_1179,sec_0040,stu_0217,active
enr_1180,sec_0040,stu_0794,active
enr_1181,sec_0040,stu_1134,active
enr_1182,sec_0040,stu_0939,active
enr_1183,sec_0040,stu_0275,active
enr_1184,sec_0040,stu_0762,active
enr_1185,sec_0040,stu_0037,active
enr_1186,sec_0040,stu_1066,active
enr_1187,sec_0040,stu_0893,active
enr_1188,sec_0040,stu_1118,active
enr_1189,sec_0040,stu_1109,active
enr_1190,sec_0040,stu_0623,active
enr_1191,sec_0040,stu_0019,active
enr_1192,sec_0040,stu_1303,active
